,ID,Name
470834,Funhe2EKm033390,Uncharacterized protein
470800,Funhe2EKm033387,Phosphodiesterase 4D interacting protein (54%M)
470828,Funhe2EKm033388,"CDD: FruA, Phosphotransferase system, fructose-specific IIC component (100%C)"
470696,Funhe2EKm033385,Myomegalin (60%P)
470573,Funhe2EKm033378,PRP38 pre-mRNA processing factor 38 domain containing B (100%T)
470585,Funhe2EKm033379,"Family with sequence similarity 102, member B (95%P)"
470655,Funhe2EKm033383,"Cancer susceptibility candidate 1 (CASC1), mRNA protein (100%S)"
470689,Funhe2EKm033384,LYR motif-containing protein 5A (95%P)
470607,Funhe2EKm033380,Calcium-binding mitochondrial carrier protein Aralar1 (100%P)
470646,Funhe2EKm033382,Uncharacterized protein
470629,Funhe2EKm033381,5'-AMP-activated protein kinase subunit beta-2 (100%P)
472556,Funhe2EKm033496,Egg envelope component ZPAX (98%P)
472549,Funhe2EKm033495,Uncharacterized protein (100%M)
472520,Funhe2EKm033494,Rho guanine nucleotide exchange factor (100%M)
472516,Funhe2EKm033493,Uncharacterized protein
472623,Funhe2EKm033500,"RAB22A, member RAS oncogene family (42%M)"
472617,Funhe2EKm033499,GTPase IMAP family member (45%M)
472638,Funhe2EKm033502,Thyroid hormone receptor interactor (100%P)
472637,Funhe2EKm033502,Thyroid hormone receptor interactor (100%P)
472631,Funhe2EKm033501,Somatostatin-1 (100%M)
472605,Funhe2EKm033498,Interferon-induced very large GTPase 1 (63%M)
472594,Funhe2EKm033497,Uncharacterized protein (87%P)
472370,Funhe2EKm033486,Zinc finger and BTB domain-containing protein (100%M)
472374,Funhe2EKm033487,Sex hormone-binding globulin (100%P)
472392,Funhe2EKm033489,CDD: The THAP domain is a DNA-binding domain (DBD) and probably (100%T)
472460,Funhe2EKm033491,Uncharacterized protein
472466,Funhe2EKm033492,IGF2 mRNA-binding protein 3 (100%P)
472400,Funhe2EKm033490,Vertebrate neuralized (NEURL) (100%P)
472899,Funhe2EKm033517,Netrin 5 (88%C)
472857,Funhe2EKm033516,Active breakpoint cluster region-related protein (100%M)
472847,Funhe2EKm033515,Cornifelin B (88%P)
472842,Funhe2EKm033514,G-protein coupled receptor (100%P)
472951,Funhe2EKm033520,Calpain-5 (100%P)
472974,Funhe2EKm033521,Uncharacterized protein (89%P)
472914,Funhe2EKm033518,Zona pellucida sperm-binding protein 3 (75%U)
472937,Funhe2EKm033519,Canopy 4 (zebrafish) (88%T)
472701,Funhe2EKm033506,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1 (100%P)"
472697,Funhe2EKm033505,CDD: THAP domain (88%)
472658,Funhe2EKm033503,B-cell CLL/lymphoma 6 member B protein (100%M)
472685,Funhe2EKm033504,"Solute carrier family 16, member 13 (monocarboxylic acid transporter 13) (100%P)"
472793,Funhe2EKm033510,RING finger protein 223 (31%U)
472787,Funhe2EKm033509,E3 ubiquitin-protein ligase RNF182 (100%M)
472777,Funhe2EKm033508,Insulin receptor substrate 1 (100%P)
472799,Funhe2EKm033513,"Acyl-CoA dehydrogenase, very long chain (100%P)"
472749,Funhe2EKm033507,Arf-GAP domain and FG repeat-containing protein (80%M)
471888,Funhe2EKm033458,Hepatocyte growth factor activator (99%P)
471887,Funhe2EKm033458,Hepatocyte growth factor activator (99%P)
471851,Funhe2EKm033457,Regulator of G-protein signaling 12 (100%P)
471840,Funhe2EKm033456,Myb/SANT DNA-binding domain-containing protein 1 (100%P)
471956,Funhe2EKm033462,Homeobox protein Nkx-2.6 (100%P)
471944,Funhe2EKm033460,Adrenoceptor alpha 2C (100%P)
471948,Funhe2EKm033461,H6 family homeobox (100%T)
471972,Funhe2EKm033464,Carboxypeptidase Z (100%P)
471963,Funhe2EKm033478,Uncharacterized protein
471919,Funhe2EKm033459,Dok-7 (100%M)
471815,Funhe2EKm033455,E3 ubiquitin-protein ligase DTX4 (100%P)
471695,Funhe2EKm033449,Claudin domain-containing protein 1 (100%T)
471687,Funhe2EKm033448,"glycoprotein gp2, partial (28%M)"
471705,Funhe2EKm033450,Aspartoacylase-2B (100%P)
471683,Funhe2EKm033447,Uncharacterized protein
471648,Funhe2EKm033443,Uncharacterized protein
471664,Funhe2EKm033444,"Exonuclease mut-7, putative (69%U)"
471672,Funhe2EKm033446,Location of vulva defective (85%S)
471668,Funhe2EKm033445,Uncharacterized protein
471805,Funhe2EKm010694,CDD: The THAP domain is a DNA-binding domain (DBD) and probably (100%P)
471796,Funhe2EKm033454,CDD: Transcription termination factor Rho (93%P)
471792,Funhe2EKm033453,Uncharacterized protein
471768,Funhe2EKm033452,"Coronin, actin binding protein, 1B (100%T)"
471732,Funhe2EKm033451,Oxysterol binding protein (100%P)
472197,Funhe2EKm033479,Cellular tumor antigen p53 (84%P)
472218,Funhe2EKm033480,Lectin C-type domain containing protein (77%M)
472155,Funhe2EKm033476,Y-box-binding protein 2-A (92%P)
472173,Funhe2EKm033477,"Solute carrier family 2, facilitated glucose transporter member 4 (99%M)"
472290,Funhe2EKm033484,"Capping protein (actin filament), gelsolin (100%P)"
472310,Funhe2EKm033485,"Polymerase (RNA) II (DNA directed) polypeptide A, 220kDa (95%P)"
472242,Funhe2EKm033481,C-type lectin domain family 4 member M (100%P)
472264,Funhe2EKm033483,E3 ubiquitin-protein ligase TRIM39 (94%P)
472256,Funhe2EKm033482,Uncharacterized protein
472149,Funhe2EKm033475,Eukaryotic translation initiation factor 5A-1 (88%P)
472045,Funhe2EKm033468,Phospholipid scramblase family member (84%S)
472061,Funhe2EKm033469,Uncharacterized protein
472026,Funhe2EKm033467,"Tyrosine kinase, non-receptor (100%P)"
472002,Funhe2EKm033466,tRNA (uracil-O(2)-)-methyltransferase (100%P)
471993,Funhe2EKm033465,G-protein coupled receptor (100%P)
472128,Funhe2EKm033474,G protein pathway suppressor (96%P)
472118,Funhe2EKm033473,Gamma-aminobutyric acid receptor-associated protein (100%P)
472084,Funhe2EKm033471,Chromosome 17 open reading frame (94%P)
472072,Funhe2EKm033470,PHD finger protein 23B (100%P)
472102,Funhe2EKm033472,CTD nuclear envelope phosphatase 1A (96%P)
473504,Funhe2EKm033554,Ataxia telangiectasia mutated (100%T)
473392,Funhe2EKm033548,Ribosomal protein S6 kinase beta-1 (100%P)
473465,Funhe2EKm033553,"Nuclear protein, ataxia-telangiectasia locus (100%P)"
473425,Funhe2EKm033549,Tubulin delta chain (100%P)
473443,Funhe2EKm033550,Vacuole membrane protein (94%T)
473669,Funhe2EKm033558,Down syndrome cell adhesion molecule (100%T)
473670,Funhe2EKm033558,Down syndrome cell adhesion molecule (100%T)
473747,Funhe2EKm033560,MHC class II antigen beta chain (100%M)
473761,Funhe2EKm028061,Transmembrane protein (100%M)
473739,Funhe2EKm033559,Purkinje cell protein (100%P)
473649,Funhe2EKm033557,Beta-site APP-cleaving enzyme (100%P)
473641,Funhe2EKm033556,"transmembrane protease, serine 2 (22%T)"
473617,Funhe2EKm033555,"Transmembrane protease, serine (74%T)"
473132,Funhe2EKm033533,Ventricular zone-expressed PH domain-containing protein (100%P)
473102,Funhe2EKm033532,Golgi integral membrane protein (94%P)
473163,Funhe2EKm033534,Pentraxin-related protein PTX3 (100%P)
473162,Funhe2EKm033534,Pentraxin-related protein PTX3 (100%P)
473175,Funhe2EKm004353,MHC class II antigen beta chain (100%M)
472986,Funhe2EKm033538,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11, 14.7kDa (100%M)"
473000,Funhe2EKm018545,"zinc finger, B-box domain containing (20%P)"
473009,Funhe2EKm033523,Unknown
473013,Funhe2EKm033524,Zinc finger B-box domain-containing protein (80%M)
473088,Funhe2EKm033531,Leucine-rich repeat-containing protein (99%M)
473189,Funhe2EKm033535,Cyclin-L1 (100%P)
473054,Funhe2EKm033542,Uncharacterized protein
473060,Funhe2EKm033528,Uncharacterized protein (17%U)
473069,Funhe2EKm033529,"Serpin peptidase inhibitor, clade I (neuroserpin), member (100%P)"
473303,Funhe2EKm033545,Vomeronasal type-2 receptor 1 (98%M)
473299,Funhe2EKm033544,Uncharacterized protein
473370,Funhe2EKm033547,"Solute carrier family 33 (acetyl-CoA transporter), member (100%P)"
473333,Funhe2EKm033546,Guanine monphosphate synthetase (100%P)
473231,Funhe2EKm033537,Trichohyalin (99%P)
473213,Funhe2EKm033536,trichohyalin (42%M)
473269,Funhe2EKm033541,Voltage-gated potassium channel subunit beta-1 (100%M)
473257,Funhe2EKm033540,"Signal sequence receptor, gamma (translocon-associated protein gamma) (97%P)"
473241,Funhe2EKm033539,TCDD-inducible poly [ADP-ribose] polymerase (99%M)
473242,Funhe2EKm033539,TCDD-inducible poly [ADP-ribose] polymerase (99%M)
474173,Funhe2EKm033581,InaD protein (71%M)
474203,Funhe2EKm033582,BTB/POZ domain-containing protein 3 (100%P)
474213,Funhe2EKm033583,"Serine palmitoyltransferase, long chain base subunit 3 (99%P)"
474097,Funhe2EKm033577,mcKusick-Kaufman/Bardet-Biedl syndromes chaperonin (100%P)
474085,Funhe2EKm033576,Steroid-5-alpha-reductase alpha polypeptide 2 (95%P)
474071,Funhe2EKm033574,Uncharacterized protein
474078,Funhe2EKm033575,Uncharacterized protein
474105,Funhe2EKm033578,Chromosome 20 open reading frame (89%M)
474127,Funhe2EKm033580,Jagged 1 (100%P)
474128,Funhe2EKm033580,Jagged 1 (100%P)
474303,Funhe2EKm033589,Fibronectin leucine rich transmembrane protein 3 (100%P)
474310,Funhe2EKm029058,Unknown
474319,Funhe2EKm033592,Kinesin family member 16B (100%M)
474365,Funhe2EKm033594,Epoxide hydrolase 1 (100%P)
474357,Funhe2EKm033593,MAD2L1-binding protein (100%P)
474248,Funhe2EKm033585,Uncharacterized protein
474240,Funhe2EKm033584,Uncharacterized protein
474258,Funhe2EKm033586,Isthmin 1 (zebrafish) (100%P)
474274,Funhe2EKm033587,"Taspase, threonine aspartase (99%P)"
473887,Funhe2EKm033566,"Striatin, calmodulin binding protein (100%M)"
473800,Funhe2EKm033564,Coiled-coil domain-containing protein (100%P)
473786,Funhe2EKm033562,O-acetyl-ADP-ribose deacetylase MACROD2 (94%M)
473769,Funhe2EKm033561,Eukaryotic translation initiation factor 2-alpha kinase (100%P)
473818,Funhe2EKm033565,HEAT repeat containing 5B (100%P)
474016,Funhe2EKm033570,Katanin p60 ATPase-containing subunit A1 (100%P)
473991,Funhe2EKm033591,Uncharacterized protein
474002,Funhe2EKm033569,Neuropeptide FF receptor 2 (100%P)
474050,Funhe2EKm033573,Mediator of cell motility (93%P)
473944,Funhe2EKm033567,"Coagulation factor C , cochlin (Limulus polyphemus) (88%T)"
473930,Funhe2EKm033571,Fibroblast growth factor (100%P)
474995,Funhe2EKm033630,Uncharacterized protein
474989,Funhe2EKm033629,Myogenin (myogenic factor 4) (100%P)
475008,Funhe2EKm033631,Vesicle-associated membrane protein (89%P)
474965,Funhe2EKm033628,Mdm4 p53 binding protein (mouse) (100%P)
474959,Funhe2EKm033625,"Vertebrate protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (Liprin), alpha family (74%T)"
475066,Funhe2EKm033633,Matrix-remodelling associated (100%P)
475020,Funhe2EKm033632,Period (100%P)
474879,Funhe2EKm033624,Transmembrane protein 183A (96%P)
474897,Funhe2EKm033627,"Tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4 (100%T)"
474847,Funhe2EKm033621,MyoD family inhibitor domain-containing protein (100%T)
474843,Funhe2EKm033620,Uncharacterized protein
474857,Funhe2EKm033623,Transcription factor EB (100%P)
475197,Funhe2EKm033638,Glycosyltransferase 8 domain-containing protein (100%P)
475217,Funhe2EKm033639,Guanine nucleotide-binding protein 3 (95%P)
475249,Funhe2EKm033640,Calcium/calmodulin-dependent protein kinase I (100%P)
475285,Funhe2EKm033642,Zinc finger protein (100%T)
475294,Funhe2EKm033643,Uncharacterized protein (70%T)
475298,Funhe2EKm033644,Adenosine A1 receptor (99%P)
475277,Funhe2EKm033641,Coiled-coil domain-containing protein (96%P)
475111,Funhe2EKm033635,Sortilin 1 (100%T)
475090,Funhe2EKm033634,Proteasome subunit alpha type-5 (100%S)
475187,Funhe2EKm033637,Signal peptidase complex subunit (100%P)
475153,Funhe2EKm033636,NIMA (never in mitosis gene a)-related kinase (100%P)
474524,Funhe2EKm033602,Leucine-rich repeat-containing protein (100%P)
474514,Funhe2EKm033601,1-encoded protein (68%C)
474538,Funhe2EKm033603,Leucine rich repeat containing (100%T)
474607,Funhe2EKm033607,Interleukin-20 (100%P)
474608,Funhe2EKm033607,Interleukin-20 (100%P)
474619,Funhe2EKm033608,Interleukin-10 (98%T)
474620,Funhe2EKm033608,Interleukin-10 (98%T)
474552,Funhe2EKm033604,"Sphingomyelin phosphodiesterase 4, neutral membrane (neutral sphingomyelinase-3) (100%M)"
474592,Funhe2EKm033606,Proline/arginine-rich end leucine-rich repeat protein (100%P)
474382,Funhe2EKm033595,Signaling threshold-regulating transmembrane adapter (91%M)
474383,Funhe2EKm033595,Signaling threshold-regulating transmembrane adapter (91%M)
474399,Funhe2EKm033596,Ammonium transporter Rh type B (100%P)
474403,Funhe2EKm033597,ADP-ribosylation factor GTPase-activating protein (100%M)
474430,Funhe2EKm033598,Engulfment and cell motility protein 2 (100%M)
474474,Funhe2EKm033599,Leucine-rich repeat neuronal protein 2 (99%M)
474479,Funhe2EKm033600,"Solute carrier family 6 (amino acid transporter), member 14 (100%T)"
474740,Funhe2EKm033616,Unknown
474744,Funhe2EKm033617,SLIT-ROBO Rho GTPase-activating protein 2 (100%P)
474794,Funhe2EKm033618,"Family with sequence similarity 72, member B (100%P)"
474804,Funhe2EKm033619,Forkhead box protein P4 (100%P)
474658,Funhe2EKm033612,Dual specificity tyrosine-phosphorylation-regulated kinase 2 (79%P)
474673,Funhe2EKm033613,Ras association (RalGDS/AF-6) domain family member 5 (50%P)
474633,Funhe2EKm033609,MAP kinase-activated protein kinase 2 (99%P)
474687,Funhe2EKm033614,Ras association (RalGDS/AF-6) domain family member (100%M)
474697,Funhe2EKm033615,"Inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon (98%P)"
211570,Funhe2EKm014721,Cell adhesion molecule (77%Z)
475740,Funhe2EKm033691,"Solute carrier family 13 (sodium/sulfate symporters), member 1 (100%P)"
475734,Funhe2EKm033690,Unknown
475717,Funhe2EKm033683,Uncharacterized protein
475727,Funhe2EKm033686,Unknown
475773,Funhe2EKm033692,IQ and ubiquitin domain-containing protein (100%P)
475636,Funhe2EKm033681,Ca++-dependent secretion activator 2 (100%P)
475694,Funhe2EKm033682,Neural Wiskott-Aldrich syndrome protein (75%T)
475914,Funhe2EKm033703,wu:fc28f08 (31%Z)
475922,Funhe2EKm033704,Metabotropic glutamate receptor 8 (95%M)
475908,Funhe2EKm032437,"CDD: Zn-dependent peptidases, insulinase (81%C)"
475964,Funhe2EKm033713,Unknown
475953,Funhe2EKm033710,Uncharacterized protein (81%M)
475945,Funhe2EKm033705,Unknown
475949,Funhe2EKm033707,Zinc finger BED domain-containing protein (100%S)
475823,Funhe2EKm033695,Hyaluronidase-4 (100%P)
475832,Funhe2EKm033696,Unknown
475838,Funhe2EKm033697,"Sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding) (95%P)"
475804,Funhe2EKm033693,neural Wiskott-Aldrich syndrome protein (33%M)
475812,Funhe2EKm033694,Hyaluronidase (100%P)
475865,Funhe2EKm033701,"Protection of telomeres 1 (S, pombe) (100%M)"
475846,Funhe2EKm033698,Hyaluronidase PH-20 (27%U)
475851,Funhe2EKm033699,Hyaluronidase (49%S)
475859,Funhe2EKm033700,G protein-coupled receptor 37 (endothelin receptor type B) (100%P)
475626,Funhe2EKm033680,Fez family zinc finger protein (100%P)
475448,Funhe2EKm033666,Uncharacterized protein (77%T)
475454,Funhe2EKm033667,Unknown
475434,Funhe2EKm033661,Uncharacterized protein
475438,Funhe2EKm033662,"zinc finger, CCHC domain containing 16 (35%P)"
475442,Funhe2EKm033665,Uncharacterized protein
475308,Funhe2EKm033648,DnaJ subfamily C member (100%P)
475317,Funhe2EKm033652,Unknown
475321,Funhe2EKm033653,1-encoded protein (76%P)
475326,Funhe2EKm033654,Paired box protein Pax-6 (99%T)
475348,Funhe2EKm033656,Retrotransposon protein 1 (17%U)
475376,Funhe2EKm033658,TE: Envelope polyprotein (82%P)
475382,Funhe2EKm033660,"Anoctamin 1, calcium activated chloride channel (100%P)"
475356,Funhe2EKm033657,Uncharacterized protein (57%M)
475576,Funhe2EKm033678,"Alpha-aminoadipic semialdehyde synthase, mitochondrial (100%P)"
475569,Funhe2EKm033675,CDD: The THAP domain is a DNA-binding domain (DBD) and probably (74%T)
475557,Funhe2EKm033672,Phosphatase 1 regulatory subunit 3B (100%P)
475565,Funhe2EKm033674,"protein tyrosine phosphatase, receptor-type, Z polypeptide 1 (11%P)"
475494,Funhe2EKm033669,"Tyrosine phosphatase, receptor-type, Z polypeptide 1 (100%C)"
475482,Funhe2EKm033668,TE: GAG protein (85%P)
476441,Funhe2EKm033743,Histone deacetylase (99%P)
476436,Funhe2EKm033742,Cbp/p300-interacting transactivator (100%M)
476414,Funhe2EKm033741,"40S ribosomal protein S4, X (94%M)"
476415,Funhe2EKm033741,"40S ribosomal protein S4, X (94%M)"
476465,Funhe2EKm033744,"Phosphorylase b kinase regulatory subunit alpha, skeletal muscle (98%P)"
476334,Funhe2EKm033735,Ubiquitin carboxyl-terminal hydrolase 12 (100%C)
476356,Funhe2EKm033736,Rho GTPase-activating protein (100%P)
476410,Funhe2EKm033739,Uncharacterized protein
476386,Funhe2EKm033738,NHS protein 2 (96%M)
476382,Funhe2EKm033737,Uncharacterized protein
476631,Funhe2EKm033752,G2/mitotic-specific cyclin-B3 (100%P)
476623,Funhe2EKm033751,Uncharacterized protein (100%M)
476609,Funhe2EKm033750,Tumor necrosis factor ligand superfamily member (100%P)
476683,Funhe2EKm033757,Uncharacterized protein
476688,Funhe2EKm033719,Zinc finger protein (92%P)
476671,Funhe2EKm033755,Enteropeptidase (88%P)
476653,Funhe2EKm033753,Transmembrane protease serine 9 (46%U)
476535,Funhe2EKm033747,Bone morphogenetic protein (100%P)
476541,Funhe2EKm033748,Shroom family member (99%M)
476527,Funhe2EKm033745,Liver-expressed antimicrobial peptide (100%M)
476572,Funhe2EKm033749,Chloride channel protein ClC-Kb (98%P)
476316,Funhe2EKm033734,"RAS, family 11, member A (100%M)"
476138,Funhe2EKm033727,Uncharacterized protein
475994,Funhe2EKm033717,Zinc finger protein (89%P)
476006,Funhe2EKm033718,Uncharacterized protein
475972,Funhe2EKm033714,butyrophilin subfamily 2 member A1 (100%M)
475976,Funhe2EKm033715,low affinity immunoglobulin gamma Fc region receptor II-c (57%M)
475980,Funhe2EKm033716,Butyrophilin subfamily 2 member A1 (53%M)
476038,Funhe2EKm033726,Collagen alpha-6(IV) chain (100%T)
476016,Funhe2EKm033720,Zinc finger protein 271 (42%U)
476020,Funhe2EKm033722,Fibroblast growth factor receptor 3 IIIc (85%M)
476026,Funhe2EKm033724,Uncharacterized protein (96%C)
476030,Funhe2EKm033725,Ankyrin repeat domain-containing protein (100%P)
476257,Funhe2EKm033731,Insulin receptor substrate 2-B (100%M)
476263,Funhe2EKm033732,Guanylate cyclase (98%P)
476252,Funhe2EKm033730,Uncharacterized protein
476245,Funhe2EKm033729,Uncharacterized protein
476145,Funhe2EKm033728,"Collagen, type IV, alpha 5 (Alport syndrome) (100%C)"
476973,Funhe2EKm033774,Uncharacterized protein
476980,Funhe2EKm033775,"Solute carrier family 1 (glutamate/neutral amino acid transporter), member 4 (100%P)"
477020,Funhe2EKm033777,"Beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S) (95%P)"
476996,Funhe2EKm033776,Stromal membrane-associated protein (100%T)
476929,Funhe2EKm033771,Polycomb group RING finger protein (100%P)
476915,Funhe2EKm033770,RING finger protein (100%P)
476959,Funhe2EKm033773,SERTA domain-containing protein (100%M)
476951,Funhe2EKm033772,"Internexin neuronal intermediate filament protein, alpha (100%P)"
477134,Funhe2EKm033784,B-cell lymphoma/leukemia 11A (100%M)
477126,Funhe2EKm033782,Uncharacterized protein
477053,Funhe2EKm033780,Isoaspartyl peptidase/L-asparaginase (99%P)
477036,Funhe2EKm033779,Opioid growth factor receptor protein 1 (100%P)
477030,Funhe2EKm033778,"beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S) (59%P)"
477068,Funhe2EKm033781,Regulating synaptic membrane exocytosis protein 1 (62%P)
476761,Funhe2EKm033764,Poly(A) polymerase gamma (100%M)
476793,Funhe2EKm033765,v-rel reticuloendotheliosis viral oncogene (avian) (98%P)
476713,Funhe2EKm033760,Oxoeicosanoid (OXE) receptor (92%P)
476709,Funhe2EKm033759,Mitochondrial inner membrane protease subunit (99%M)
476700,Funhe2EKm033758,oxoeicosanoid (OXE) receptor 1 (35%P)
476721,Funhe2EKm033761,Oxoeicosanoid (OXE) receptor (97%P)
476739,Funhe2EKm033763,"3-hydroxyanthranilate 3,4-dioxygenase (100%P)"
476729,Funhe2EKm033762,Transmembrane protein 229B (94%M)
476866,Funhe2EKm033768,Exportin-1 (97%M)
476815,Funhe2EKm033766,Peroxisomal biogenesis factor (100%P)
476827,Funhe2EKm033767,Uncharacterized protein KIAA1841 (94%P)
477448,Funhe2EKm033813,"Solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1 (100%M)"
477437,Funhe2EKm033812,"mannosyl-oligosaccharide 1,2-alpha-mannosidase IC (10%M)"
477481,Funhe2EKm033815,Testis development-related protein (100%M)
477476,Funhe2EKm033814,"Family with sequence similarity 110, member D (100%M)"
477411,Funhe2EKm033811,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC (100%M)"
477574,Funhe2EKm033821,Uncharacterized protein
477583,Funhe2EKm033822,"Eukaryotic translation initiation factor 2C, 3 (81%M)"
477513,Funhe2EKm033818,Dehydrodolichyl diphosphate synthase (100%P)
477499,Funhe2EKm033817,Uncharacterized protein
477491,Funhe2EKm033816,Uncharacterized protein
477540,Funhe2EKm033820,"Eukaryotic translation initiation factor 2C, 3 (100%T)"
477534,Funhe2EKm033819,Uncharacterized protein
477238,Funhe2EKm033808,"Fatty acid-binding protein 10-A, liver basic (82%M)"
477233,Funhe2EKm033794,"POU domain, class 3, transcription factor (100%P)"
477248,Funhe2EKm033799,Ras-related GTP-binding protein C (100%P)
477266,Funhe2EKm033800,c-Myc-binding protein (100%P)
477162,Funhe2EKm033790,R-spondin-1 (100%M)
477152,Funhe2EKm033789,Guanine nucleotide binding protein 2 (nucleolar) (89%T)
477144,Funhe2EKm033788,SI:dZ75P05.3.2 Novel protein (42%P)
477213,Funhe2EKm033793,"UTP11, U3 small nucleolar ribonucleoprotein (100%M)"
477185,Funhe2EKm033809,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10 (GalNAc-T10) (100%P)
477173,Funhe2EKm033792,Four and a half LIM domains protein (100%P)
477321,Funhe2EKm033810,Myomesin 3 (100%P)
477293,Funhe2EKm033803,"Rhomboid, veinlet 2 (99%T)"
477282,Funhe2EKm033802,"Rhomboid, veinlet 2 (99%T)"
477278,Funhe2EKm033801,Gap junction alpha-9 protein (32%U)
477283,Funhe2EKm033802,"Rhomboid, veinlet 2 (99%T)"
477298,Funhe2EKm033804,Akirin-1 (100%P)
477317,Funhe2EKm033807,Proline-rich nuclear receptor coactivator (100%P)
477310,Funhe2EKm033805,Cannabinoid receptor 2 (macrophage) (96%P)
478291,Funhe2EKm033852,"Family with sequence similarity 155, member A (100%P)"
478284,Funhe2EKm033851,Alpha/beta hydrolase domain-containing protein (100%P)
478278,Funhe2EKm033854,Uncharacterized protein (89%M)
478299,Funhe2EKm033855,Unknown
478303,Funhe2EKm033856,Cholecystokinin B receptor (100%M)
478261,Funhe2EKm033850,Tumor necrosis factor ligand superfamily member 13B (98%P)
478364,Funhe2EKm033859,CD200 molecule (100%P)
478334,Funhe2EKm033858,G protein-coupled receptor 89B (100%P)
478141,Funhe2EKm033848,Insulin receptor substrate 2 (100%P)
478152,Funhe2EKm033836,"NAD(P)H dehydrogenase, quinone 1 (76%P)"
478164,Funhe2EKm033837,"NAD(P)H dehydrogenase, quinone 1 (86%P)"
478178,Funhe2EKm033849,Unconventional myosin-XVI (100%P)
478561,Funhe2EKm033871,G protein-coupled receptor 156 variant (100%P)
478539,Funhe2EKm033870,Glycogen synthase kinase-3 beta (100%M)
478518,Funhe2EKm033869,Nuclear receptor subfamily 1 group I member (100%P)
478619,Funhe2EKm033875,CDD: Immunoglobulin I-set domain protein (93%T)
478631,Funhe2EKm033876,CDD: Immunoglobulin I-set domain protein (86%T)
478582,Funhe2EKm033872,"Nuclear factor 7, ovary (100%T)"
478586,Funhe2EKm033873,Leucine-rich repeat-containing protein (100%P)
478596,Funhe2EKm033874,Follistatin-related protein (96%P)
478417,Funhe2EKm033862,Translational activator of cytochrome c oxidase (100%T)
478424,Funhe2EKm033863,Cell surface glycoprotein CD200 receptor 1-A (100%P)
478436,Funhe2EKm033864,SECIS binding protein 2 (16%P)
478384,Funhe2EKm033860,b- and T-lymphocyte attenuator (75%M)
478403,Funhe2EKm033861,Uncharacterized protein
478480,Funhe2EKm033867,protein MAATS1 (16%M)
478490,Funhe2EKm033868,Chromosome 3 open reading frame (81%M)
478450,Funhe2EKm033865,Cell surface glycoprotein CD200 receptor 1-A (90%P)
478464,Funhe2EKm033866,Cell surface glycoprotein CD200 receptor 1-A (79%P)
478315,Funhe2EKm033857,Na(+)/H(+) exchange regulatory cofactor NHE-RF3 (100%P)
477768,Funhe2EKm033834,U2 small nuclear RNA auxiliary factor 1 (94%P)
477789,Funhe2EKm033835,Threonine synthase 2 (100%P)
477742,Funhe2EKm033832,"TE: CDD: RT_nLTR_like, RT_nLTR: Non-LTR (long terminal repeat) retrotransposon and (39%P)"
477746,Funhe2EKm033833,"GA binding protein transcription factor, alpha subunit 60kDa (91%P)"
477827,Funhe2EKm033839,Salt-inducible kinase 1 (98%P)
477823,Funhe2EKm033838,NAD(P)H dehydrogenase [quinone] (95%P)
477646,Funhe2EKm033826,"Phosphatidylinositol glycan anchor biosynthesis, class A (100%P)"
477605,Funhe2EKm033823,LanC lantibiotic synthetase component C 3 (bacterial) (100%T)
477619,Funhe2EKm033824,Gastrin-releasing peptide receptor (100%P)
477627,Funhe2EKm033825,Ankyrin repeat and SOCS box protein (100%P)
477663,Funhe2EKm033827,Uncharacterized protein
477704,Funhe2EKm033831,Amyloid beta A4 protein (100%M)
477696,Funhe2EKm033830,Butyrophilin subfamily 2 member A23 (50%M)
477682,Funhe2EKm033828,Uncharacterized protein
477688,Funhe2EKm033829,Butyrophilin subfamily 2 member A23 (50%M)
478035,Funhe2EKm033847,Collagen alpha-1(IV) chain (100%S)
477900,Funhe2EKm033844,"Inhibitor of growth family, member (100%P)"
477910,Funhe2EKm033845,Carbohydrate kinase domain containing (100%P)
477886,Funhe2EKm033842,ubiquitin-conjugating enzyme E2 A (100%M)
477860,Funhe2EKm033840,Unknown
477872,Funhe2EKm033841,Ankyrin repeat domain-containing protein (100%P)
477938,Funhe2EKm033843,Collagen alpha-2(IV) chain (100%P)
477928,Funhe2EKm033846,"RAB20, member RAS oncogene family (100%M)"
479488,Funhe2EKm033929,Ephrin type-A receptor 4 (100%P)
479458,Funhe2EKm033927,Cytochrome c oxidase subunit VIb polypeptide 2 (testis) (99%P)
479445,Funhe2EKm033925,ATG12 autophagy related 12 (99%P)
479466,Funhe2EKm033928,"Solute carrier family 2, facilitated glucose transporter member 3 (96%M)"
479579,Funhe2EKm033948,Gamma-aminobutyric acid receptor-associated protein 1 (100%P)
